id,class_label,items_json
208,amenity:mosque,"[""al"", ""amenity"", ""amenity_mosque"", ""baba"", ""baba_اسلام"", ""islamabad"", ""islamabad_rehman"", ""jamia"", ""mosque"", ""mosque_islamabad"", ""rehman"", ""rehman_baba"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
209,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""jamia"", ""masjid"", ""masjid_amenity"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
210,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""jamia"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
211,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""jamia"", ""jamia_masjid"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
212,amenity:mosque,"[""ahle"", ""ahle_hadees"", ""amenity"", ""amenity_mosque"", ""hadees"", ""hadees_amenity"", ""islamabad"", ""islamabad_اسلام"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
213,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""gali"", ""gali_اسلام"", ""islamabad"", ""islamabad_gali"", ""masjid"", ""masjid_amenity"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
214,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
215,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""khan"", ""market"", ""masjid"", ""masjid_amenity"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
216,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
217,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""masjid"", ""masjid_amenity"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
218,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""bin"", ""islamabad"", ""mosque"", ""mosque_amenity"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
219,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""masjid"", ""masjid_amenity"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=mosque""]"
220,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""masjid"", ""masjid_amenity"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
221,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""masjid"", ""masjid_amenity"", ""mosque"", ""mosque_islamabad"", ""tag:building=mosque""]"
222,amenity:mosque,"[""abu"", ""amenity"", ""amenity_mosque"", ""gali"", ""gali_اسلام"", ""islamabad"", ""islamabad_gali"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
223,amenity:mosque,"[""al"", ""amenity"", ""amenity_mosque"", ""college"", ""college_اسلام"", ""islamabad"", ""islamabad_college"", ""masjid"", ""masjid_al"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=mosque"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
224,amenity:mosque,"[""al"", ""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""masjid"", ""masjid_al"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
225,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
226,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""madrassa"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
227,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""madina"", ""madina_amenity"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=mosque"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
228,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""ayub"", ""islamabad"", ""islamabad_اسلام"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
229,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""f-71"", ""f-71_amenity"", ""islamabad"", ""islamabad_اسلام"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
230,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_shabir"", ""madina"", ""madina_amenity"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""shabir"", ""shabir_sharif"", ""sharif"", ""sharif_اسلام"", ""tag:amenity=place_of_worship"", ""tag:building=yes"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
231,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
232,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:building=mosque""]"
233,amenity:mosque,"[""ahle"", ""ahle_hadees"", ""amenity"", ""amenity_mosque"", ""hadees"", ""hadees_amenity"", ""islamabad"", ""islamabad_اسلام"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
234,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""masjid"", ""masjid_rahmatulil"", ""mosque"", ""mosque_islamabad"", ""rahmatulil"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
235,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
236,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""gali"", ""gali_اسلام"", ""islamabad"", ""islamabad_gali"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
237,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
238,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
239,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""masjid"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""usman"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
240,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
241,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""f11"", ""f11_اسلام"", ""islamabad"", ""islamabad_service"", ""mosque"", ""mosque_islamabad"", ""service"", ""service_west"", ""tag:amenity=place_of_worship"", ""west"", ""west_f11"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
242,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_ismail"", ""ismail"", ""ismail_zabeeh"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""zabeeh"", ""zabeeh_اسلام"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
243,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
244,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""ibn-e-sina"", ""ibn-e-sina_اسلام"", ""islamabad"", ""islamabad_ibn-e-sina"", ""madrassa"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
245,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_school"", ""mosque"", ""mosque_amenity"", ""mosque_islamabad"", ""school"", ""school_اسلام"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
246,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_amenity"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
247,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""bin"", ""islamabad"", ""islamabad_اسلام"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
248,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_park"", ""masjid"", ""masjid_amenity"", ""mosque"", ""mosque_islamabad"", ""park"", ""park_اسلام"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
249,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""f5"", ""f5_اسلام"", ""g5"", ""g5_service"", ""islamabad"", ""islamabad_service"", ""mosque"", ""mosque_amenity"", ""mosque_islamabad"", ""service"", ""service_west"", ""tag:amenity=place_of_worship"", ""tag:building=mosque"", ""west"", ""west_f5"", ""west_g5"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
250,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""h9"", ""islamabad"", ""islamabad_service"", ""masjid"", ""masjid_amenity"", ""mosque"", ""mosque_islamabad"", ""numl"", ""service"", ""service_south"", ""south"", ""south_h9"", ""tag:amenity=place_of_worship""]"
251,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_amenity"", ""mosque_islamabad"", ""paf"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
252,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
253,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""ibn-e-sina"", ""ibn-e-sina_اسلام"", ""islamabad"", ""islamabad_ibn-e-sina"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
254,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
255,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""masjid"", ""masjid_amenity"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=mosque"", ""taqwa""]"
256,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_amenity"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
257,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""مسجد"", ""مسجد_amenity""]"
258,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسٹریٹ"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes"", ""آباد"", ""اسلام"", ""اسلام_آباد"", ""اسٹریٹ"", ""اسٹریٹ_اسلام"", ""مسجد"", ""مسجد_amenity""]"
259,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسٹریٹ"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد"", ""اسٹریٹ"", ""اسٹریٹ_اسلام"", ""مسجد"", ""مسجد_amenity""]"
260,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""مسجد"", ""مسجد_amenity""]"
261,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسٹریٹ"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد"", ""اسٹریٹ"", ""اسٹریٹ_اسلام"", ""مسجد""]"
262,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=mosque"", ""آباد"", ""اسلام"", ""اسلام_آباد"", ""مسجد""]"
263,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes"", ""مسجد""]"
264,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_گلی"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد"", ""مسجد"", ""گلی"", ""گلی_اسلام""]"
265,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد"", ""روڈ"", ""روڈ_اسلام"", ""مسجد""]"
266,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسٹریٹ"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد"", ""اسٹریٹ"", ""اسٹریٹ_اسلام"", ""مسجد""]"
267,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes"", ""مسجد""]"
268,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=house"", ""مسجد""]"
269,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes"", ""مسجد""]"
270,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=mosque"", ""آباد"", ""اسلام"", ""اسلام_آباد"", ""ایم"", ""سی"", ""مسجد"", ""مسجد_amenity""]"
271,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
272,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:building=mosque""]"
273,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
274,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:building=mosque""]"
275,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
276,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
277,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
278,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
279,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
280,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
281,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
282,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=mosque"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
283,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
284,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
285,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:building=mosque""]"
286,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
287,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
288,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
289,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
290,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=mosque"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
291,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=mosque"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
292,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
293,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
294,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
295,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:building=mosque""]"
296,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""college"", ""college_اسلام"", ""islamabad"", ""islamabad_college"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
297,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
298,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=mosque""]"
299,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
300,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
301,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
302,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:building=mosque""]"
303,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
304,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
305,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
306,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
307,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
308,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""tag:building=yes""]"
309,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""islamabad_اسلام"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
310,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:amenity=place_of_worship""]"
311,amenity:mosque,"[""amenity"", ""amenity_mosque"", ""islamabad"", ""mosque"", ""mosque_islamabad"", ""tag:building=mosque""]"
312,amenity:restaurant,"[""ali"", ""amenity"", ""amenity_restaurant"", ""baba"", ""g-11"", ""g-11_اسلام"", ""islamabad"", ""islamabad_sachal"", ""restaurant"", ""restaurant_amenity"", ""restaurant_islamabad"", ""sachal"", ""sachal_sarmast"", ""sarmast"", ""sarmast_g-11"", ""tag:amenity=restaurant"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
313,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""cuisine"", ""islamabad"", ""islamabad_shabir"", ""restaurant"", ""restaurant_islamabad"", ""shabir"", ""shabir_sharif"", ""sharif"", ""sharif_اسلام"", ""tag:amenity=restaurant"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
314,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""cafe"", ""college"", ""college_اسلام"", ""grill"", ""grill_amenity"", ""islamabad"", ""islamabad_college"", ""restaurant"", ""restaurant_islamabad"", ""tag:amenity=restaurant"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
315,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""g-11"", ""g-11_اسلام"", ""hotel"", ""islamabad"", ""islamabad_service"", ""restaurant"", ""restaurant_amenity"", ""restaurant_islamabad"", ""service"", ""service_west"", ""tag:amenity=restaurant"", ""west"", ""west_g-11"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
316,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""best"", ""islamabad"", ""restaurant"", ""restaurant_islamabad"", ""tag:amenity=restaurant"", ""tag:tourism=hotel""]"
317,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""bismillah"", ""centre"", ""centre_amenity"", ""islamabad"", ""islamabad_اسلام"", ""naan"", ""naan_centre"", ""restaurant"", ""restaurant_islamabad"", ""tag:amenity=restaurant"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
318,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""g-11"", ""g-11_اسلام"", ""islamabad"", ""islamabad_sachal"", ""restaurant"", ""restaurant_islamabad"", ""sachal"", ""sachal_sarmast"", ""sarmast"", ""sarmast_g-11"", ""tag:amenity=restaurant"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
319,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""g-11"", ""g-11_اسلام"", ""islamabad"", ""islamabad_sachal"", ""restaurant"", ""restaurant_islamabad"", ""sachal"", ""sachal_sarmast"", ""sarmast"", ""sarmast_g-11"", ""tag:amenity=restaurant"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
320,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""club"", ""club_amenity"", ""islamabad"", ""islamabad_اسلام"", ""restaurant"", ""restaurant_islamabad"", ""tag:amenity=restaurant"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
321,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""islamabad"", ""islamabad_اسلام"", ""restaurant"", ""restaurant_islamabad"", ""tag:amenity=restaurant"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
322,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""islamabad"", ""islamabad_اسلام"", ""restaurant"", ""restaurant_islamabad"", ""tag:amenity=restaurant"", ""tag:building=yes"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
323,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""islamabad"", ""restaurant"", ""restaurant_islamabad"", ""tag:amenity=restaurant"", ""tag:tourism=viewpoint""]"
324,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""islamabad"", ""islamabad_shabir"", ""khyber"", ""restaurant"", ""restaurant_amenity"", ""restaurant_islamabad"", ""shabir"", ""shabir_sharif"", ""sharif"", ""sharif_اسلام"", ""tag:amenity=restaurant"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
325,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""des"", ""des_pardes"", ""islamabad"", ""pardes"", ""pardes_amenity"", ""restaurant"", ""restaurant_islamabad"", ""tag:amenity=restaurant"", ""tag:building=yes""]"
326,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""des"", ""des_pardes"", ""islamabad"", ""pardes"", ""pardes_amenity"", ""restaurant"", ""restaurant_islamabad"", ""tag:amenity=restaurant"", ""tag:building=yes""]"
327,amenity:restaurant,"[""amenity"", ""amenity_restaurant"", ""des"", ""des_pardes"", ""islamabad"", ""islamabad_اسلام"", ""pardes"", ""pardes_amenity"", ""restaurant"", ""restaurant_islamabad"", ""tag:amenity=restaurant"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
